id,selfreport_date,selfreport_duration,selfreport_finished,DD-1,DD-2,DD-3,DD-4,DD-5,DD-6,DD-7,DD-8,DD-9,DD-10,DD-11,DD-12,DD-13,DD-14,DD-15,DD-16,DD-17,DD-18,DD-19,DD-20,DD-21,DD-22,DD-23,DD-24,DD-25,DD-26,DD-27,BIS-1,BIS-2,BIS-3,BIS-4,BIS-5,BIS-6,BIS-7,BIS-8,BIS-9,BIS-10,BIS-11,BIS-12,BIS-13,BIS-14,BIS-15,BIS-16,BIS-17,BIS-18,BIS-19,BIS-20,BIS-21,BIS-22,BIS-23,BIS-24,BIS-25,BIS-26,BIS-27,BIS-28,BIS-29,BIS-30,UP-1,UP-2,UP-3,UP-4,UP-5,UP-6,UP-7,UP-8,UP-9,UP-10,UP-11,UP-12,UP-13,UP-14,UP-15,UP-16,UP-17,UP-18,UP-19,UP-20,UP-21,UP-22,UP-23,UP-24,UP-25,UP-26,UP-27,UP-28,UP-29,UP-30,UP-31,UP-32,UP-33,UP-34,UP-35,UP-36,UP-37,UP-38,UP-39,UP-40,UP-41,UP-42,UP-43,UP-44,UP-45,UP-46,UP-47,UP-48,UP-49,UP-50,UP-51,UP-52,UP-53,UP-54,UP-55,UP-56,UP-57,UP-58,UP-59,PA-1,PA-2,PA-3,PA-4,PA-5,PA-6,PA-7,PA-8,PA-9,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,PA-19,PA-20
s0088,9/1/21 07:54,456,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,3,1,2,4,1,1,4,2,3,2,1,4,3,1,2,2,1,2,1,3,2,1,1,1,1,1,1,1,4,3,2,4,3,1,3,1,3,3,3,3,1,3,2,2,4,1,3,4,2,3,2,4,4,1,4,4,2,2,4,3,3,1,1.0,3,4,4,1,1,3,3,4,1,1,4,3,4,3,1,3,4,4,4,2,3,1,4,2,3,3,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0
s0090,9/1/21 08:08,458,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,4,1,3,1,1,1,4,2,4,3,1,4,4,1,2,1,1,1,1,3,1,1,1,1,2,1,2,1,3,4,2,3,3,1,4,1,2,4,3,4,1,4,4,1,4,1,2,1,1,4,1,3,4,1,4,4,2,1,3,4,4,1,1.0,2,4,4,1,1,3,4,4,1,1,3,4,4,4,1,4,2,1,4,3,4,2,4,3,2,4,5.0,5.0,1.0,5.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,3.0
s0091,9/1/21 08:10,325,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,4,4,1,2,3,3,3,2,2,4,3,2,3,1,2,1,2,3,1,2,1,1,2,1,3,2,4,4,3,2,2,1,4,1,2,1,3,4,3,2,1,1,4,1,4,2,1,3,2,2,2,1,3,3,1,2,3,4,1,1,2.0,2,4,3,1,2,3,4,2,1,2,3,3,2,3,2,3,2,1,2,3,4,1,3,1,3,2,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,5.0,1.0
s0092,9/1/21 08:14,465,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,3,2,3,3,1,1,3,3,3,3,1,3,3,1,3,3,2,1,3,3,1,3,3,2,1,2,2,1,3,2,2,4,2,1,4,2,2,2,2,2,2,1,3,1,3,2,2,2,2,3,3,4,2,2,4,2,2,3,4,4,1,2,2.0,4,4,1,1,2,2,4,1,1,3,3,4,1,2,2,4,2,3,3,3,4,2,1,3,2,4,4.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0
s0093,9/1/21 08:17,390,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,4,3,3,2,2,4,2,2,2,2,2,2,2,3,1,2,2,2,2,2,3,2,2,2,2,3,3,1,3,2,2,3,4,4,1,3,3,1,3,2,3,3,1,3,2,2,3,2,3,4,1,1,3,4,3,2,1.0,4,3,3,2,1,3,4,3,1,1,3,3,3,2,2,3,3,4,3,2,2,2,2,2,2,2,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0
s0094,9/1/21 08:35,1098,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,3,2,3,4,1,2,3,3,4,2,2,3,1,2,4,1,2,1,2,4,1,2,1,3,1,3,3,2,2,2,2,4,2,1,3,1,2,3,4,3,4,2,2,1,3,1,2,1,1,3,2,3,2,1,4,2,1,1,3,4,2,1,1.0,2,4,1,2,2,3,3,2,1,2,3,3,2,4,1,3,2,1,3,2,4,2,1,3,2,3,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0
s0095,9/1/21 08:55,931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,4,1,1,4,1,4,1,1,4,4,4,1,4,4,4,1,1,4,4,1,1,4,4,4,4,1,4,2,4,1,4,4,1,4,4,4,4,1,4,4,1,4,4,4,4,1,4,4,1,1,4,4,1,1,1.0,4,4,4,1,4,1,4,4,1,1,4,4,4,1,4,4,4,4,4,1,4,1,4,4,4,4,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0
s0096,9/1/21 08:29,437,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,3,2,2,1,2,2,4,3,4,4,1,4,3,1,4,1,2,2,2,4,1,2,2,2,1,3,2,1,4,3,1,4,3,1,4,2,3,4,4,4,2,3,3,1,4,1,3,4,2,4,2,3,4,1,4,4,1,1,4,4,3,1,1.0,3,4,4,1,1,3,4,4,1,1,3,4,4,4,1,3,3,3,4,2,4,1,4,4,2,4,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,1.0,4.0,1.0
s0097,9/1/21 08:58,704,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,1,1,3,4,3,4,1,4,3,2,3,1,1,1,2,3,1,2,1,1,1,1,2,1,3,4,2,4,3,1,4,1,3,3,4,4,1,3,3,2,4,1,4,4,2,4,2,4,4,1,4,4,1,2,4,4,2,1,1.0,4,4,3,2,2,3,4,3,1,2,3,4,4,3,1,4,3,2,3,2,4,1,2,2,3,3,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0
s0098,9/1/21 08:39,369,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,4,4,4,4,1,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,2,1,3,4,1,4,3,1,4,1,4,3,4,4,1,4,4,4,4,1,4,4,3,4,1,4,4,1,4,2,1,1,4,4,4,1,1.0,4,4,2,1,1,4,4,4,1,1,4,4,4,4,1,4,4,4,4,1,4,1,2,4,4,4,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0
s0099,9/1/21 08:57,708,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,3,2,2,2,1,1,3,3,3,4,1,3,2,2,3,2,2,1,2,3,2,2,2,2,1,2,2,1,3,3,2,3,3,1,4,2,3,2,3,3,4,3,3,1,4,1,3,2,1,4,2,4,4,2,4,4,1,2,4,4,3,1,2.0,3,4,4,1,1,3,4,4,1,2,4,4,4,4,2,4,3,2,3,2,4,2,3,4,3,4,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0
s0100,9/1/21 08:45,410,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,1,3,3,2,2,2,2,2,2,3,3,2,1,3,2,3,2,1,2,3,2,1,2,3,2,2,2,2,2,3,3,3,3,2,4,2,3,4,3,2,3,3,2,2,1,2,3,3,2,3,3,3,4,3,3,2,3,3,4,3.0,1,4,3,3,2,2,3,3,4,2,2,3,2,1,3,2,1,2,2,4,3,3,3,2,1,3,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0
s0101,9/1/21 08:57,508,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,1,2,1,1,4,4,3,2,2,2,3,2,1,4,1,1,1,1,3,1,1,1,1,1,4,2,2,4,3,1,4,1,1,4,1,3,2,3,4,1,3,1,1,4,1,4,4,1,4,1,4,3,2,4,2,1,1,4,4,2,1,1.0,4,4,1,1,1,4,4,2,1,1,4,4,2,4,1,4,4,1,4,1,4,1,2,4,3,4,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0
s0102,9/1/21 09:13,853,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,3,1,3,1,1,1,3,3,3,2,1,3,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,4,4,1,4,1,4,4,4,4,2,4,4,2,4,2,4,4,3,4,2,4,4,2,4,4,1,1,4,4,4,2,2.0,3,4,4,1,2,4,4,4,1,2,4,4,4,4,2,4,4,4,4,2,4,2,4,4,4,4,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0
s0103,9/1/21 09:06,677,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,3,1,2,3,4,4,3,1,4,3,1,3,1,2,2,2,4,1,2,1,1,1,2,2,1,4,3,1,4,2,1,4,1,1,4,4,4,1,4,2,1,4,1,4,3,1,4,1,4,3,1,4,4,1,1,4,4,3,1,1.0,4,4,3,1,1,3,4,3,1,2,4,4,4,3,1,4,4,2,4,1,4,2,3,2,4,4,4.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,4.0,5.0,1.0,3.0,2.0
s0104,9/1/21 08:59,375,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,3,3,1,1,3,3,3,3,2,3,3,2,1,1,1,2,2,3,1,2,1,1,1,1,2,2,2,3,1,4,2,1,4,1,3,2,4,4,3,3,2,1,4,1,4,4,2,4,2,3,3,1,3,4,1,1,3,4,2,1,1.0,3,4,4,1,1,3,4,2,1,1,4,3,4,4,2,3,2,4,3,2,4,2,2,2,2,3,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0
s0105,9/1/21 09:10,965,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,3,2,1,2,4,2,2,3,1,2,2,3,3,3,3,2,2,2,1,2,3,2,2,3,2,2,2,3,2,2,2,2,2,3,1,3,2,2,3,2,3,2,2,2,2,1,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2.0,3,2,3,2,2,2,2,2,3,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0
s0106,9/1/21 09:05,440,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,1,1,2,3,4,2,1,1,2,3,2,1,1,1,2,3,1,3,1,2,4,2,2,4,3,2,2,1,1,2,3,1,3,1,2,4,1,3,1,1,4,1,3,1,2,4,1,3,1,2,4,4,3,4,2,1,3,4,4,2,1.0,2,4,3,3,1,2,3,4,2,1,2,3,4,1,1,4,2,3,3,3,3,1,2,2,2,4,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
s0107,9/1/21 09:05,431,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,2,3,1,3,4,3,3,2,3,3,2,2,3,2,2,2,2,3,2,1,4,1,3,2,2,3,2,2,2,2,3,1,3,2,2,3,3,4,3,2,3,1,4,2,3,3,1,4,1,3,3,2,4,4,1,1,2,4,3,2,2.0,1,4,3,1,2,2,4,4,1,1,2,4,4,2,2,4,1,2,3,3,4,2,3,3,2,4,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0
s0108,9/1/21 09:04,340,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,2,2,1,2,4,4,3,3,1,3,3,1,3,1,1,2,2,3,1,2,2,2,2,2,1,1,3,3,1,4,2,1,4,1,4,3,3,4,1,3,3,2,4,1,3,2,2,3,2,3,3,1,4,3,2,1,3,4,3,1,1.0,3,3,2,2,1,3,3,3,1,1,4,4,3,3,1,4,3,2,4,2,4,1,3,3,4,3,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0
s0109,9/1/21 09:07,606,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,1,2,2,1,1,3,4,3,2,2,3,4,1,2,1,1,2,2,3,1,2,2,1,1,2,1,2,3,3,2,3,3,1,4,1,2,3,3,4,2,3,3,2,4,1,4,4,2,4,2,4,2,2,4,4,1,1,3,4,2,1,2.0,3,4,4,2,2,4,4,3,1,2,3,4,4,4,1,4,3,4,4,2,4,2,4,3,2,4,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0
s0110,9/1/21 10:33,567,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,4,3,1,1,2,4,4,3,1,4,2,1,4,1,1,1,1,4,2,1,1,1,1,1,2,1,4,2,2,4,1,1,4,1,4,1,4,4,1,4,1,1,4,2,4,2,2,4,2,4,2,1,4,1,1,1,4,4,1,1,2.0,4,4,1,1,2,3,4,2,1,2,4,4,1,4,1,4,4,2,4,1,4,2,1,4,4,4,4.0,1.0,4.0,1.0,5.0,1.0,1.0,,4.0,,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0
s0111,9/1/21 09:14,510,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,1,1,2,2,3,3,2,2,3,2,3,1,2,3,3,1,1,2,3,1,2,1,2,1,4,2,2,4,2,2,4,2,3,4,2,3,4,2,3,1,3,3,3,4,1,3,2,3,4,2,3,3,3,3,4,3,2,4,4,3,2,2.0,3,4,3,3,1,3,4,3,3,2,3,4,3,3,2,4,3,1,4,2,3,1,4,3,3,3,3.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0
s0112,9/1/21 14:58,6404,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,3,3,3,1,3,3,2,3,2,2,2,2,3,1,2,2,1,1,1,2,1,2,2,2,3,2,2,3,2,2,4,3,3,2,3,3,3,3,2,3,2,3,4,3,3,3,2,4,4,2,2,3,4,3,2,2.0,3,3,3,2,2,3,3,3,2,2,3,4,4,3,2,3,3,3,3,2,3,2,3,3,3,3,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0
s0113,9/1/21 09:20,565,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,4,1,1,4,3,3,4,1,3,4,1,2,1,1,2,2,3,1,2,2,1,1,2,2,1,4,3,2,4,2,2,4,1,1,1,4,4,1,3,1,2,4,2,4,1,2,4,2,2,3,1,4,4,1,2,2,4,2,2,2.0,4,4,1,1,1,4,4,2,1,1,3,4,1,3,1,3,1,1,4,1,4,1,1,1,1,2,4.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,1.0
s0114,9/1/21 09:40,320,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,3,3,3,4,1,2,3,2,4,1,2,1,2,2,1,2,1,1,1,2,2,1,4,2,2,4,2,1,4,2,3,2,4,4,2,3,2,4,4,2,4,3,2,4,2,4,4,2,4,4,2,2,3,4,2,2,2.0,4,4,4,2,2,3,4,3,2,2,4,4,4,4,2,4,4,4,4,3,4,2,4,4,2,4,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0
s0115,9/1/21 11:59,9849,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,1,2,3,1,2,4,3,2,3,1,4,4,1,2,1,2,2,2,3,1,3,2,1,2,2,2,2,3,3,3,3,1,2,3,2,3,3,2,3,2,3,2,2,3,1,3,4,3,3,1,4,2,3,2,3,2,2,2,2,2,1,1.0,3,3,3,2,2,3,3,2,2,1,2,3,4,3,2,3,2,4,3,2,2,1,1,1,2,3,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0
s0116,9/1/21 09:41,575,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,3,1,2,2,1,1,3,3,3,4,1,3,4,1,2,1,1,1,1,3,1,1,2,1,1,1,2,1,2,3,2,4,2,1,4,1,4,3,4,4,1,4,3,1,4,1,4,2,1,4,1,4,3,1,4,2,1,1,4,4,2,1,1.0,4,4,3,1,2,4,4,3,1,1,4,4,3,4,1,4,4,1,4,2,4,1,3,4,4,4,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0
s0117,9/1/21 09:51,608,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,3,2,1,3,3,4,4,3,3,3,2,3,1,2,1,1,4,1,2,3,2,1,2,2,2,4,3,2,3,3,1,3,1,2,2,4,4,3,4,1,1,4,2,4,2,1,4,2,3,3,1,4,3,2,1,4,4,3,2,1.0,3,4,3,2,2,3,4,2,2,1,4,4,2,4,2,3,3,2,3,2,4,2,3,4,2,4,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,1.0
s0118,9/1/21 09:50,67,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,3,2,3,1,2,2,3,4,1,3,3,2,1,4,2,3,2,1,2,3,3,2,1,4,3,2,3,3,2,1,3,2,3,4,2,2,3,2,1,2,3,2,3,2,3,3,2,2,3,3,1,4,2,3,2,2,3,2,3,4,1,2,2.0,3,2,1,3,2,3,3,2,1,2,2,3,1,2,3,3,2,2,3,1,2,3,4,2,3,2,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0
s0119,9/1/21 10:00,424,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,4,1,3,2,1,1,3,4,4,4,1,4,3,2,3,1,1,1,1,4,2,1,1,1,1,2,1,2,3,3,2,4,3,1,4,1,3,3,4,4,2,3,3,2,4,1,4,1,2,4,2,4,3,2,4,3,1,1,4,4,2,1,2.0,3,4,2,2,1,4,4,3,1,1,3,4,3,4,1,4,3,2,4,2,4,1,3,3,3,4,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,1.0,3.0,1.0
s0120,9/1/21 10:20,590,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,3,3,1,1,3,3,3,3,1,3,3,2,2,2,2,2,2,3,1,2,3,2,1,2,1,1,2,3,2,3,2,1,4,1,2,2,4,3,3,3,3,2,3,2,4,2,2,4,2,3,2,2,4,4,1,2,4,4,2,2,2.0,2,4,3,1,2,3,4,3,1,2,4,4,3,3,2,4,2,1,4,2,4,2,4,3,3,4,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0
s0121,9/1/21 15:18,625,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,1,2,3,1,1,4,4,4,3,1,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,4,3,1,4,1,4,3,4,4,1,4,2,1,4,1,4,3,2,4,2,4,4,1,4,4,1,1,4,4,4,1,2.0,4,4,3,1,1,4,4,4,1,1,4,4,4,4,1,4,4,3,4,1,4,1,4,4,4,4,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,1.0
s0122,9/1/21 10:40,674,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,4,1,2,2,1,2,4,3,3,2,1,4,3,1,3,1,1,2,2,4,1,2,1,2,2,2,2,1,2,2,2,3,2,1,4,1,2,3,4,4,1,4,2,1,4,1,3,1,1,3,1,2,3,2,3,3,1,1,3,4,2,1,1.0,4,4,1,1,1,2,4,2,1,1,2,2,2,2,1,4,2,1,3,3,3,1,1,2,3,3,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0
s0123,9/1/21 10:39,863,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,3,2,3,2,2,1,2,2,1,3,2,1,4,2,3,3,4,4,2,2,3,2,4,3,3,4,3,2,1,3,2,3,3,3,3,2,3,2,3,4,1,2,3,3,2,3,2,2,3,3,2,3,3,3,4,3,3,2,3,3,4,3.0,3,4,2,3,2,2,3,4,3,4,2,3,3,1,3,2,3,2,2,3,3,3,3,4,2,3,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
s0124,9/1/21 10:52,1212,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,4,1,2,1,2,3,3,2,2,3,2,3,2,2,1,1,1,4,1,3,2,1,2,2,2,4,2,2,2,2,1,3,4,2,3,2,2,4,2,3,3,2,3,2,3,2,3,3,2,3,1,2,4,3,3,4,3,2,3,3,4,2,2.0,2,4,4,2,1,2,3,4,3,1,2,3,4,3,2,3,1,2,3,3,3,2,3,3,2,3,3.0,5.0,1.0,5.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,2.0,2.0,4.0
s0125,9/1/21 10:48,512,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,4,2,4,3,3,2,2,2,2,3,2,3,3,3,2,1,2,3,2,3,1,2,1,2,2,3,3,3,3,3,1,3,1,2,1,1,2,1,3,1,1,2,2,3,3,2,3,4,3,2,2,2,4,2,2,4,1,1,4,2,2,2,2.0,3,2,3,2,1,1,1,3,1,4,1,4,3,3,2,2,2,4,4,2,2,1,4,1,2,1,4.0,2.0,5.0,2.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0
s0126,9/1/21 11:02,416,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,4,2,2,1,3,2,1,2,1,1,1,2,4,2,1,1,1,1,3,2,1,2,2,1,4,4,1,4,2,2,2,4,4,1,3,2,2,4,1,3,4,2,3,3,3,4,2,3,4,2,1,4,4,2,2,2.0,3,4,2,2,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,4,1,4,2,3,4,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0
s0127,9/1/21 11:10,458,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,4,2,2,3,1,2,3,3,4,3,2,3,3,2,3,3,2,3,2,3,1,2,3,2,2,3,4,3,3,3,1,3,2,1,2,2,3,2,2,2,3,4,1,3,2,2,2,1,2,2,3,2,1,2,2,2,1,2,3,2,1,2,2.0,3,2,2,1,2,1,2,2,1,2,2,3,2,2,1,2,1,2,2,1,2,2,2,1,2,2,5.0,2.0,5.0,1.0,5.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0
